0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
-0.4594895201074452,-0.2773564409664085,0.6488728941562772,-0.06043690039321214,1.2259189856775408,-0.9539543936362148,-0.10853366517251743,-0.07515594357737758,-0.28649901367122266,-0.06352640942241226,0.029724280136401358,-0.28212119222120263,-0.2564784661491634,-0.1996655965153023,-0.2522850525843444,1.0676359655375027,1.0,0.0
0.5951799513427359,-0.2379648677724927,2.108459802737988,-0.06043690039321214,0.7194698928630017,-0.9539543936362148,0.08759767327920885,0.3328371711509791,-0.28649901367122266,0.3447250513962289,0.9644934418659498,0.029402712911126644,0.03750167726909365,-0.06043266430592827,-0.1284478734384045,-0.18332639494996947,1.0,0.0
2.975719615473145,0.7993465596672917,0.6488728941562772,-0.06043690039321214,0.6042299795279569,0.8104080446610601,-0.055043300140228436,-0.07515594357737758,-0.28649901367122266,-0.06352640942241226,0.029724280136401358,0.9667936491690404,0.8905851609306616,0.6108689731321251,2.055589649680899,-0.0011467847663761597,0.0,1.0
-0.4896229335774503,-0.3036174897623525,-0.08092056013457828,-0.06043690039321214,-0.7968447562823248,-0.9539543936362148,-0.09070354349508776,-0.07515594357737758,-0.28649901367122266,-0.06352640942241226,0.029724280136401358,-0.30185573824768497,-0.2654962619595394,-0.22950122484588245,-0.2522850525843444,0.9021389995586154,1.0,0.0
-0.4896229335774503,-0.3036174897623525,-0.08092056013457828,-0.06043690039321214,-0.7968447562823248,-0.9539543936362148,-0.09070354349508776,-0.07515594357737758,-0.28649901367122266,-0.06352640942241226,0.029724280136401358,-0.30185573824768497,-0.2654962619595394,-0.22950122484588245,-0.2522850525843444,0.9021389995586154,1.0,0.0
0.5047797109327206,0.05090666898289031,-0.08092056013457828,-0.06043690039321214,0.5496426521587251,0.7672195203286225,-0.01938305678536912,-0.07515594357737758,-0.28649901367122266,-0.06352640942241226,0.029724280136401358,0.012487387745570306,-0.0454620441863654,0.18322496706047628,-0.015868619669368242,0.8875363260898903,1.0,0.0
-0.42935610663744,-0.3036174897623525,-0.8107140144254338,-0.06043690039321214,1.8021185523527647,-0.9539543936362148,-0.10853366517251743,-0.07515594357737758,3.0065642107193518,-0.19961022969529266,0.029724280136401358,-0.2948076860953699,-0.2582820253112386,-0.22950122484588245,-0.2522850525843444,0.20121067305979834,1.0,0.0
0.8362472591027775,0.2872561081463855,-0.8107140144254338,-0.06043690039321214,-0.7968447562823248,1.1172536857438544,-0.09070354349508776,-0.07515594357737758,-0.28649901367122266,-0.06352640942241226,0.029724280136401358,0.4114071395666073,0.4324811337635617,0.18322496706047628,1.9542683212887664,-0.11031302760634276,1.0,0.0
2.162117451783005,0.14282033976869402,-0.8107140144254338,-0.06043690039321214,-0.24490622399342596,0.7713619364873826,0.15891815998892753,0.7408302858793357,3.0065642107193518,0.6168926919419897,1.8992626035954985,0.11538894916937135,0.1799828510730342,-0.1897203870717756,0.2543215893763188,-0.7479631024073499,1.0,0.0
-0.4594895201074452,-0.3036174897623525,-0.08092056013457828,-0.06043690039321214,2.235784542008328,-0.9539543936362148,-0.0728734218176581,-0.07515594357737758,-0.28649901367122266,-0.06352640942241226,0.029724280136401358,-0.2976269069562959,-0.2636927027974642,-0.2145834106805924,-0.2522850525843444,1.7296238294530524,1.0,0.0
-0.12802197193738818,-0.2642259165684366,-0.08092056013457828,-0.06043690039321214,2.235784542008328,-0.9539543936362148,-0.01938305678536912,-0.07515594357737758,-0.28649901367122266,-0.06352640942241226,0.029724280136401358,-0.25533859404240505,-0.22401440123180985,-0.2245286201241191,-0.19599542569982625,-0.4483114920926705,1.0,0.0
-0.42935610663744,-0.2642259165684366,1.3786663484471329,0.3264183089627283,-0.7968447562823248,-0.9539543936362148,-0.09070354349508776,-0.07515594357737758,-0.28649901367122266,-0.06352640942241226,0.029724280136401358,-0.2877596339430547,-0.25106778866293783,-0.23944643428940915,-0.2522850525843444,-0.6506119459491809,1.0,0.0
